day,timestamp,product,profit_and_loss
-2,19000,INTARIAN_PEPPER_ROOT,973.0
-2,19000,ASH_COATED_OSMIUM,292.0
-2,19100,INTARIAN_PEPPER_ROOT,1093.0
-2,19100,ASH_COATED_OSMIUM,228.0
-2,19200,INTARIAN_PEPPER_ROOT,1013.0
-2,19200,ASH_COATED_OSMIUM,292.0
-2,19300,INTARIAN_PEPPER_ROOT,1013.0
-2,19300,ASH_COATED_OSMIUM,292.0
-2,19400,INTARIAN_PEPPER_ROOT,1093.0
-2,19400,ASH_COATED_OSMIUM,284.0
-2,19500,INTARIAN_PEPPER_ROOT,1013.0
-2,19500,ASH_COATED_OSMIUM,220.0
-2,19600,INTARIAN_PEPPER_ROOT,1013.0
-2,19600,ASH_COATED_OSMIUM,296.0
-2,19700,INTARIAN_PEPPER_ROOT,1013.0
-2,19700,ASH_COATED_OSMIUM,292.0
-2,19800,INTARIAN_PEPPER_ROOT,1133.0
-2,19800,ASH_COATED_OSMIUM,300.0
-2,19900,INTARIAN_PEPPER_ROOT,1013.0
-2,19900,ASH_COATED_OSMIUM,296.0
-2,20000,INTARIAN_PEPPER_ROOT,1053.0
-2,20000,ASH_COATED_OSMIUM,316.0
-2,20100,INTARIAN_PEPPER_ROOT,1093.0
-2,20100,ASH_COATED_OSMIUM,300.0
-2,20200,INTARIAN_PEPPER_ROOT,1093.0
-2,20200,ASH_COATED_OSMIUM,300.0
-2,20300,INTARIAN_PEPPER_ROOT,1533.0
-2,20300,ASH_COATED_OSMIUM,300.0
-2,20400,INTARIAN_PEPPER_ROOT,653.0
-2,20400,ASH_COATED_OSMIUM,292.0
-2,20500,INTARIAN_PEPPER_ROOT,1093.0
-2,20500,ASH_COATED_OSMIUM,300.0
-2,20600,INTARIAN_PEPPER_ROOT,1093.0
-2,20600,ASH_COATED_OSMIUM,300.0
-2,20700,INTARIAN_PEPPER_ROOT,1213.0
-2,20700,ASH_COATED_OSMIUM,300.0
-2,20800,INTARIAN_PEPPER_ROOT,1013.0
-2,20800,ASH_COATED_OSMIUM,300.0
-2,20900,INTARIAN_PEPPER_ROOT,1093.0
-2,20900,ASH_COATED_OSMIUM,300.0
-2,21000,INTARIAN_PEPPER_ROOT,1213.0
-2,21000,ASH_COATED_OSMIUM,300.0
-2,21100,INTARIAN_PEPPER_ROOT,1173.0
-2,21100,ASH_COATED_OSMIUM,292.0
-2,21200,INTARIAN_PEPPER_ROOT,1173.0
-2,21200,ASH_COATED_OSMIUM,300.0
-2,21300,INTARIAN_PEPPER_ROOT,1613.0
-2,21300,ASH_COATED_OSMIUM,284.0
-2,21400,INTARIAN_PEPPER_ROOT,1173.0
-2,21400,ASH_COATED_OSMIUM,332.0
-2,21500,INTARIAN_PEPPER_ROOT,1173.0
-2,21500,ASH_COATED_OSMIUM,292.0
-2,21600,INTARIAN_PEPPER_ROOT,1173.0
-2,21600,ASH_COATED_OSMIUM,304.0
-2,21700,INTARIAN_PEPPER_ROOT,1293.0
-2,21700,ASH_COATED_OSMIUM,356.0
-2,21800,INTARIAN_PEPPER_ROOT,1013.0
-2,21800,ASH_COATED_OSMIUM,336.0
-2,21900,INTARIAN_PEPPER_ROOT,1293.0
-2,21900,ASH_COATED_OSMIUM,292.0
-2,22000,INTARIAN_PEPPER_ROOT,1213.0
-2,22000,ASH_COATED_OSMIUM,300.0
-2,22100,INTARIAN_PEPPER_ROOT,1253.0
-2,22100,ASH_COATED_OSMIUM,300.0
-2,22200,INTARIAN_PEPPER_ROOT,1253.0
-2,22200,ASH_COATED_OSMIUM,300.0
-2,22300,INTARIAN_PEPPER_ROOT,1253.0
-2,22300,ASH_COATED_OSMIUM,312.0
-2,22400,INTARIAN_PEPPER_ROOT,1333.0
-2,22400,ASH_COATED_OSMIUM,308.0
-2,22500,INTARIAN_PEPPER_ROOT,1253.0
-2,22500,ASH_COATED_OSMIUM,292.0
-2,22600,INTARIAN_PEPPER_ROOT,893.0
-2,22600,ASH_COATED_OSMIUM,292.0
-2,22700,INTARIAN_PEPPER_ROOT,1293.0
-2,22700,ASH_COATED_OSMIUM,292.0
-2,22800,INTARIAN_PEPPER_ROOT,1693.0
-2,22800,ASH_COATED_OSMIUM,364.0
-2,22900,INTARIAN_PEPPER_ROOT,1173.0
-2,22900,ASH_COATED_OSMIUM,300.0
-2,23000,INTARIAN_PEPPER_ROOT,1373.0
-2,23000,ASH_COATED_OSMIUM,276.0
-2,23100,INTARIAN_PEPPER_ROOT,1213.0
-2,23100,ASH_COATED_OSMIUM,388.0
-2,23200,INTARIAN_PEPPER_ROOT,1333.0
-2,23200,ASH_COATED_OSMIUM,300.0
-2,23300,INTARIAN_PEPPER_ROOT,1333.0
-2,23300,ASH_COATED_OSMIUM,364.0
-2,23400,INTARIAN_PEPPER_ROOT,1413.0
-2,23400,ASH_COATED_OSMIUM,300.0
-2,23500,INTARIAN_PEPPER_ROOT,1333.0
-2,23500,ASH_COATED_OSMIUM,300.0
-2,23600,INTARIAN_PEPPER_ROOT,1333.0
-2,23600,ASH_COATED_OSMIUM,312.0
-2,23700,INTARIAN_PEPPER_ROOT,1453.0
-2,23700,ASH_COATED_OSMIUM,308.0
-2,23800,INTARIAN_PEPPER_ROOT,1333.0
-2,23800,ASH_COATED_OSMIUM,348.0
-2,23900,INTARIAN_PEPPER_ROOT,893.0
-2,23900,ASH_COATED_OSMIUM,308.0
-2,24000,INTARIAN_PEPPER_ROOT,733.0
-2,24000,ASH_COATED_OSMIUM,308.0
-2,24100,INTARIAN_PEPPER_ROOT,1493.0
-2,24100,ASH_COATED_OSMIUM,350.0
-2,24200,INTARIAN_PEPPER_ROOT,1413.0
-2,24200,ASH_COATED_OSMIUM,371.0
-2,24300,INTARIAN_PEPPER_ROOT,1413.0
-2,24300,ASH_COATED_OSMIUM,350.0
-2,24400,INTARIAN_PEPPER_ROOT,1413.0
-2,24400,ASH_COATED_OSMIUM,364.0
-2,24500,INTARIAN_PEPPER_ROOT,1413.0
-2,24500,ASH_COATED_OSMIUM,364.0
-2,24600,INTARIAN_PEPPER_ROOT,1413.0
-2,24600,ASH_COATED_OSMIUM,364.0
-2,24700,INTARIAN_PEPPER_ROOT,973.0
-2,24700,ASH_COATED_OSMIUM,350.0
